ACARA SML ID,AGE ID,Notes,School Name,Contact Name,Position,Contact Number,Email,Suburb,State,Postcode,School Sector,School Type,School URL,Screenrights License Yes/No,Year Range,Geolocation,Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),individual account
41582,8161,,Westfields Sports High School,,,,,Fairfield West,NSW,2165,Government,Secondary,http://www.westfields-h.schools.nsw.edu.au,Yes,7-12,Major Cities,109,112.5,21,18.4,1662,707,955,1654.8,3,66,Yes
49076,13655,,St Mark's Anglican Community School,,,,,Hillarys,WA,6025,Independent,Combined,http://www.stmarks.wa.edu.au,Yes,PP-12,Major Cities,136,122.8,91,64.2,1670,826,844,1670,0,10,Yes
45947,747,,Aquinas College,,,,,Ringwood,VIC,3134,Catholic,Secondary,http://www.aquinas.vic.edu.au,Yes,7-12,Major Cities,155,138.3,90,69.5,1668,802,866,1667.3,1,5,Yes
41684,7814,,Westmead Public School,,,,,Westmead,NSW,2145,Government,Primary,http://www.westmead-p.schools.nsw.edu.au,Yes,K-6,Major Cities,71,86,9,8.3,1653,789,864,1653,0,98,possibly no
49484,6974,,Brighton Secondary School,,,,,North Brighton,SA,5048,Government,Secondary,http://www.brightonss.sa.edu.au,Yes,8-12,Major Cities,115,109.3,27,25.8,1667,862,805,1651.4,2,17,Yes
41343,7629,,Killara High School,,,,,Killara,NSW,2071,Government,Secondary,http://www.killara-h.schools.nsw.edu.au,Yes,7-12,Major Cities,100,109.3,18,17,1649,656,993,1647.5,0,54,Yes
48102,2531,,Citipointe Christian College The Christian Outreach College Brisbane,,,,,Carindale,QLD,4152,Independent,Combined,http://www.citipointe.qld.edu.au/,Yes,Prep-12,Major Cities,146,131.3,91,60.1,1648,785,863,1647.3,1,40,most likely
47552,55070,,Redbank Plains State High School,,,,,Redbank Plains,QLD,4301,Government,Secondary,http://www.redbankplainsshs.eq.edu.au,Yes,7-12,Major Cities,136,131.6,65,49.5,1636,791,845,1636,8,43,Yes
43681,1473,,Oakhill College Castle Hill,,,,,Castle Hill,NSW,2154,Independent,Secondary,http://www.oakhill.nsw.edu.au,Yes,7-12,Major Cities,135,125.1,50,40.2,1631,221,1410,1631,1,12,Yes
48902,13184,,Chisholm Catholic College,,,,,Bedford,WA,6052,Catholic,Secondary,http://www.chisholm.wa.edu.au,Yes,7-12,Major Cities,128,120.4,46,36,1651,783,868,1651,1,38,Yes
45542,6205,,Mornington Secondary College,,,,,Mornington,VIC,3931,Government,Secondary,http://www.mornsc.vic.edu.au,Yes,7-12,Major Cities,130,123.8,35,30.5,1650,789,861,1650,1,5,most likely
47854,15651,,St Joseph's College,,,,,Spring Hill,QLD,4000,Catholic,Combined,http://www.terrace.qld.edu.au,Yes,5-12,Major Cities,154,124.5,83,75.1,1629,0,1629,1629,1,21,Yes
47504,51906,,Centenary Heights State High School,,,,,Centenary Heights,QLD,4350,Government,Secondary,http://www.centheigshs.eq.edu.au,Yes,7-12,Inner Regional,129,121.8,71,51.6,1627,803,824,1627,5,15,Yes
46002,851,,MacKillop Catholic Regional College,,,,,Werribee,VIC,3030,Catholic,Secondary,http://www.mackillopwerribee.com.au/,Yes,7-12,Major Cities,146,134.8,82,66.6,1645,781,864,1645,1,35,Yes
49018,68,,Christ Church Grammar School,,,,,Claremont,WA,6010,Independent,Combined,http://www.ccgs.wa.edu.au,Yes,PP-12,Major Cities,185,153.9,130,109.1,1644,0,1644,1644,1,17,Yes
48256,24736,,Ellenbrook Secondary College,,,,,Ellenbrook,WA,6069,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4177,Yes,7-12,Major Cities,111,104.3,63,53.7,1643,816,827,1643,6,24,Yes
45356,11847,,Berwick Secondary College,,,,,Berwick,VIC,3806,Government,Secondary,http://www.berwickcollege.vic.edu.au/,Yes,7-12,Major Cities,129,119.1,41,31.7,1640,812,828,1638.5,1,18,Yes
47856,17241,,Marist College Ashgrove,,,,,Ashgrove,QLD,4060,Catholic,Combined,http://www.marash.qld.edu.au,Yes,5-12,Major Cities,136,128,102,91.8,1627,0,1627,1626.5,2,7,Yes
43878,2018,,SHORE - Sydney Church of England Grammar School,,,,,North Sydney,NSW,2060,Independent,Combined,http://www.shore.nsw.edu.au,Yes,K-12,Major Cities,182,171.8,91,80.9,1620,17,1603,1620,1,9,Yes
45394,8003,,Gladstone Park Secondary College,,,,,Gladstone Park,VIC,3043,Government,Secondary,http://www.gladstoneparksc.vic.edu.au,Yes,7-12,Major Cities,127,110,35,28.4,1629,809,820,1629,0,44,Yes
47469,11552,,Beenleigh State High School,,,,,Beenleigh,QLD,4207,Government,Secondary,http://www.beenleighshs.eq.edu.au,Yes,7-12,Major Cities,133,127.3,78,57.5,1621,783,838,1608,11,15,most likely
49720,15691,,St Michael's College,,,,,Henley Beach,SA,5022,Catholic,Combined,http://www.smc.sa.edu.au,Yes,R-12,Major Cities,134,117.8,76,54.1,1608,503,1105,1608,1,20,Yes
43843,16956,,Thomas Hassall Anglican College,,,,,Middleton Grange,NSW,2171,Independent,Combined,http://www.thac.nsw.edu.au,Yes,K-12,Major Cities,126,115.8,54,43.1,1607,778,829,1607,0,52,Yes
47429,12337,,Nambour State College,,,,,Nambour,QLD,4560,Government,Combined,http://www.namboursc.eq.edu.au,Yes,Prep-12,Major Cities,145,134.2,83,60.7,1609,784,825,1606.7,9,9,Yes
47442,51139,,Wavell State High School,,,,,Wavell Heights,QLD,4012,Government,Secondary,http://www.wavellshs.eq.edu.au,Yes,7-12,Major Cities,120,116.4,40,32.8,1597,771,826,1597,8,23,Yes
45377,14872,,East Doncaster Secondary College,,,,,Doncaster East,VIC,3109,Government,Secondary,http://www.eastdonsc.vic.edu.au,Yes,7-12,Major Cities,125,109,37,28.1,1618,748,870,1617.6,0,73,Yes
40333,2067,,Marist College Canberra,,,,,Pearce,ACT,2607,Independent,Combined,http://www.maristc.act.edu.au,Yes,4-12,Major Cities,119,111.3,59,47.8,1594,0,1594,1594,1,8,possibly no
48133,12386,,John Curtin College Of The Arts,,,,,Fremantle,WA,6160,Government,Secondary,http://www.jc.wa.edu.au,Yes,7-12,Major Cities,131,111.2,48,39.9,1614,1000,614,1614,1,81,Yes
41574,6381,,Bonnyrigg High School,,,,,Bonnyrigg,NSW,2177,Government,Secondary,http://www.bonnyrigg-h.schools.nsw.edu.au,Yes,7-12,Major Cities,95,107.8,17,16.6,1595,780,815,1592.8,2,91,Yes
50536,70065,,Pimpama State Secondary College,,,,,Pimpama,QLD,4209,Government,Secondary,http://www.pimpamassc.eq.edu.au,Yes,7-12,Major Cities,116,112.4,47,37.8,1589,767,822,1589,5,10,most likely
47849,17236,,Iona College,,,,,Lindum,QLD,4178,Catholic,Combined,http://www.iona.qld.edu.au,Yes,5-12,Major Cities,123,116.6,71,58.3,1588,0,1588,1588,2,7,Yes
45715,4767,,Notre Dame College,,,,,Shepparton,VIC,3630,Catholic,Secondary,http://www.notredame.vic.edu.au,Yes,7-12,Inner Regional,147,130.6,101,83.1,1598,782,816,1597.2,3,11,Yes
44713,28548,,Point Cook Prep - Year 9 College,,,,,Point Cook,VIC,3030,Government,Combined,http://www.pcc.vic.edu.au/,Yes,Prep-9,Major Cities,111,104.1,26,22.2,1597,751,846,1596.4,1,62,Yes
47879,15652,,St Joseph's Nudgee College,,,,,Boondall,QLD,4034,Catholic,Combined,http://www.nudgee.com,Yes,5-12,Major Cities,130,127.6,115,91,1586,0,1586,1586,3,11,Yes
48258,27067,,Ashdale Secondary College,,,,,Darch,WA,6065,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4181,Yes,7-12,Major Cities,109,104.7,44,37.6,1597,735,862,1597,1,50,Yes
47636,65099,,Kawana Waters State College,,,,,Bokarina,QLD,4575,Government,Combined,http://www.kawanawaterssc.eq.edu.au,Yes,Prep-12,Major Cities,130,117.6,64,44.7,1614,781,833,1585.2,4,10,Yes
49833,265,,Pembroke School,,,,,Kensington Park,SA,5068,Independent,Combined,http://www.pembroke.sa.edu.au,Yes,R-12,Major Cities,167,150.6,102,83.5,1585,760,825,1585,1,14,Yes
45361,8905,,Brentwood Secondary College,,,,,Glen Waverley,VIC,3150,Government,Secondary,http://www.brentwood.vic.edu.au,Yes,7-12,Major Cities,115,106.3,31,26.3,1592,725,867,1591.2,0,53,most likely
48958,17688,,Mercy College,,,,,Koondoola,WA,6064,Catholic,Combined,http://www.mercy.wa.edu.au,Yes,PP-12,Major Cities,121,111.2,73,57.7,1591,806,785,1591,2,62,most likely
48094,5386,,Emmanuel College,,,,,Carrara,QLD,4211,Independent,Combined,http://www.emmanuel.qld.edu.au,Yes,Prep-12,Major Cities,128,112.2,94,65.2,1580,828,752,1580,0,16,Yes
43668,1663,,St Ignatius' College,,,,,Lane Cove,NSW,2066,Independent,Combined,http://www.riverview.nsw.edu.au,Yes,5-12,Major Cities,192,177.5,118,101.3,1579,0,1579,1579,2,7,Yes
45510,6625,,St Helena Secondary College,,,,,Eltham North,VIC,3095,Government,Secondary,http://www.sthelena.vic.edu.au,Yes,7-12,Major Cities,117,110.4,33,25.7,1586,765,821,1586,0,10,Yes
46276,17257,,Hillcrest Christian College,,,,,Clyde North,VIC,3978,Independent,Combined,http://www.hillcrest.vic.edu.au,Yes,Prep-12,Major Cities,125,114,108,68.5,1586,845,741,1585.5,0,32,Yes
48061,17214,,Mueller College,,,,,Rothwell,QLD,4022,Independent,Combined,http://www.mueller.qld.edu.au,Yes,Prep-12,Major Cities,131,118,100,67.9,1576,840,736,1576,2,22,Yes
43875,2015,,SCECGS Redlands,,,,,Cremorne,NSW,2090,Independent,Combined,http://www.redlands.nsw.edu.au,Yes,K-12,Major Cities,161,148,116,95.3,1565,765,800,1565,0,12,Yes
41563,28582,,Cabramatta High School,,,,,Cabramatta,NSW,2166,Government,Secondary,http://www.cabramatta-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,105,122,23,28.1,1559,774,785,1558.2,1,96,Yes
47882,17217,,All Hallows' School,,,,,Brisbane,QLD,4000,Catholic,Combined,http://www.ahs.qld.edu.au,Yes,5-12,Major Cities,120,112.5,87,68.6,1557,1557,0,1557,1,4,Yes
49357,7267,,Eastern Fleurieu R-12 School,,,,,Strathalbyn,SA,5255,Government,Combined,http://www.easternfleurieu.sa.edu.au/,Yes,"U, R-12",Inner Regional,120,107,81,49.2,1559,816,743,1556.8,4,4,possibly no
48999,13573,,Mandurah Catholic College,,,,,Mandurah,WA,6210,Catholic,Combined,http://www.mcc.wa.edu.au,Yes,PP-12,Major Cities,122,116.4,66,61.9,1572,819,753,1572,2,11,most likely
45459,8435,,Ringwood Secondary College,,,,,Ringwood,VIC,3134,Government,Secondary,http://www.ringwoodsc.vic.edu.au,Yes,7-12,Major Cities,149,120.7,53,36.4,1569,826,743,1566.3,1,22,most likely
48160,8943,,Carine Senior High School,,,,,Carine,WA,6020,Government,Secondary,http://www.carinehs.wa.edu.au/,Yes,7-12,Major Cities,102,94.3,50,38.3,1567,741,826,1567,1,22,Yes
47645,14311,,Southern Cross Catholic College,,,,,Scarborough,QLD,4020,Catholic,Combined,http://www.sccc.qld.edu.au/,Yes,Prep-12,Major Cities,121,106.4,90,61.6,1555,778,777,1555,4,5,Yes
48254,17792,,Canning Vale College,,,,,Canning Vale,WA,6155,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4174,Yes,7-12,Major Cities,118,109.1,64,57.2,1563,756,807,1563,1,35,Yes
48003,731,,The Southport School,,,,,Southport,QLD,4215,Independent,Combined,http://www.tss.qld.edu.au,Yes,Prep-12,Major Cities,132,125.7,103,86,1551,0,1551,1551,1,11,Yes
42103,16643,,Wadalba Community School,,,,,Wadalba,NSW,2259,Government,Combined,http://www.wadalba-c.schools.nsw.edu.au,Yes,"U, K-12",Major Cities,107,109.8,27,22.6,1550,735,815,1549,11,8,Yes
47462,51748,,Ipswich State High School,,,,,Brassall,QLD,4305,Government,Secondary,http://www.ipswichshs.eq.edu.au,Yes,7-12,Major Cities,117,114.3,70,52.1,1554,784,770,1546.1,15,12,Yes
43891,6739,,William Clarke College,,,,,Kellyville,NSW,2155,Independent,Combined,http://www.wcc.nsw.edu.au,Yes,K-12,Major Cities,138,124.7,80,71.5,1545,787,758,1545,0,33,Yes
50364,69062,,Springfield Central State High School,,,,,Springfield Central,QLD,4300,Government,Secondary,http://www.springfieldcentralshs.eq.edu.au,Yes,7-12,Major Cities,116,110.2,50,39.9,1538,854,684,1538,3,23,most likely
46710,57197,,Bentley Park College,,,,,Bentley Park,QLD,4869,Government,Combined,http://www.bentleyparkcollege.eq.edu.au,Yes,Prep-12,Outer Regional,126,121.6,85,63.7,1541,731,810,1535.6,35,36,Yes
50481,69651,,Murrumba State Secondary College,,,,,Murrumba Downs,QLD,4503,Government,Secondary,http://www.murrumbassc.eq.edu.au,Yes,7-12,Major Cities,113,111.4,40,29.3,1535,759,776,1535,4,12,most likely
40788,26766,,Tagai State College,,,,,Thursday Island,QLD,4875,Government,Combined,http://www.tagaisc.eq.edu.au,Yes,Prep-12,Very Remote,168,166.5,196,137.3,1533,743,790,1533,95,92,Yes
45488,6250,,Werribee Secondary College,,,,,Werribee,VIC,3030,Government,Secondary,http://www.werribeesc.vic.edu.au,Yes,7-12,Major Cities,118,110.1,34,26.6,1544,765,779,1543.9,1,65,most likely
41583,6466,,Canley Vale High School,,,,,Canley Vale,NSW,2166,Government,Secondary,http://www.canleyvale-h.schools.nsw.edu.au,Yes,7-12,Major Cities,102,108.5,15,16.2,1531,754,777,1531,1,96,possibly no
47434,51158,,Kedron State High School,,,,,Kedron,QLD,4031,Government,Secondary,http://www.kedronshs.eq.edu.au,Yes,7-12,Major Cities,132,123.6,73,50.5,1525,724,801,1524.4,2,40,Yes
45387,11241,,Bendigo South East 7-10 Secondary College,,,,,Bendigo,VIC,3550,Government,Secondary,http://www.bse.vic.edu.au,Yes,7-10,Inner Regional,108,97.9,49,39.6,1536,738,798,1535.4,3,5,Yes
48117,12336,,Applecross Senior High School,,,,,Ardross,WA,6153,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4002,Yes,7-12,Major Cities,106,93.9,45,31.7,1536,786,750,1536,0,36,Yes
48062,13491,,Genesis Christian College,,,,,Bray Park,QLD,4500,Independent,Combined,http://www.genesis.qld.edu.au,Yes,Prep-12,Major Cities,108,98.8,102,76.9,1519,840,679,1519,1,8,Yes
41328,7619,,Chatswood High School,,,,,Chatswood,NSW,2067,Government,Secondary,http://www.chatswood-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,97,115.8,30,28.2,1513,525,988,1512.8,0,80,Yes
49470,6082,,Norwood Morialta High School,,,,,Magill,SA,5072,Government,Secondary,http://www.nmhs.sa.edu.au,Yes,8-12,Major Cities,105,100.2,34,29.7,1511,635,876,1507.2,0,42,Yes
45252,25632,,Carranballac P-9 College,,,,,Point Cook,VIC,3030,Government,Combined,http://www.carranballac.vic.edu.au,Yes,Prep-9,Major Cities,119,106.6,37,29,1529,702,827,1528.4,1,49,Yes
47428,52818,,Gladstone State High School,,,,,West Gladstone,QLD,4680,Government,Secondary,http://www.gladstonshs.eq.edu.au,Yes,7-12,Inner Regional,120,111.7,68,47.6,1512,753,759,1503.5,10,9,most likely
46184,857,,Mentone Grammar School,,,,,Mentone,VIC,3194,Independent,Combined,http://www.mentonegrammar.net,Yes,Prep-12,Major Cities,178,158.4,73,62.1,1522,583,939,1522,0,19,Yes
48011,416,,Brisbane Boys' College,,,,,Toowong,QLD,4066,Independent,Combined,http://www.bbc.qld.edu.au,Yes,Prep-12,Major Cities,148,136.1,100,85,1503,0,1503,1501.6,1,15,Yes
49850,4046,,Tyndale Christian School,,,,,Salisbury East,SA,5109,Independent,Combined,http://www.tyndale.sa.edu.au,Yes,R-12,Major Cities,120,104.5,115,84.1,1495,758,737,1494.8,1,22,Yes
47217,56447,,Centenary State High School,,,,,Jindalee,QLD,4074,Government,Secondary,http://www.centenaryshs.eq.edu.au,Yes,7-12,Major Cities,117,111.7,47,37.7,1494,679,815,1494,2,36,most likely
45330,16380,,Dromana Secondary College,,,,,Dromana,VIC,3936,Government,Secondary,http://www.dsc.vic.edu.au,Yes,7-12,Major Cities,124,112.5,46,33.2,1511,729,782,1510.9,3,3,most likely
47243,57700,,Forest Lake State High School,,,,,Forest Lake,QLD,4078,Government,Secondary,http://www.forestlakeshs.eq.edu.au,Yes,7-12,Major Cities,126,119.4,56,41.6,1493,691,802,1491.8,6,37,most likely
49064,13741,,Swan Christian College,,,,,Middle Swan,WA,6056,Independent,Combined,http://www.swan.wa.edu.au,Yes,PP-12,Major Cities,132,116.3,59,46.1,1510,781,729,1510,1,12,Yes
40427,6213,,Williamstown High School,,,,,Williamstown,VIC,3016,Government,Secondary,http://www.willihigh.vic.edu.au,Yes,7-12,Major Cities,119,105.9,31,24.4,1507,794,713,1505.3,1,21,Yes
49030,84,,Hale School,,,,,Wembley Downs,WA,6019,Independent,Combined,http://www.hale.wa.edu.au,Yes,1-12,Major Cities,161,156.7,112,94.8,1504,0,1504,1504,1,30,Yes
47251,57465,,Pacific Pines State High School,,,,,Pacific Pines,QLD,4211,Government,Secondary,http://www.pacificpinesshs.eq.edu.au,Yes,7-12,Major Cities,109,104.8,50,37.3,1482,701,781,1481.6,3,11,Yes
46249,16713,,Westbourne Grammar School,,,,,Truganina,VIC,3029,Independent,Combined,http://www.westbournegrammar.com,Yes,Prep-12,Major Cities,147,135.8,67,56,1500,693,807,1500,0,38,Yes
45379,8256,,Doncaster Secondary College,,,,,Doncaster,VIC,3108,Government,Secondary,http://www.doncastersc.vic.edu.au,Yes,7-12,Major Cities,110,105,37,30.9,1499,726,773,1498.9,0,39,possibly no
45855,15688,,St Bede's College,,,,,Mentone,VIC,3194,Catholic,Secondary,http://www.stbedes.catholic.edu.au,Yes,7-12,Major Cities,123,115.6,53,39.1,1496,0,1496,1496,0,7,Yes
49094,13602,,Frederick Irwin Anglican School,,,,,Mandurah,WA,6210,Independent,Combined,http://www.frederickirwin.wa.edu.au,Yes,PP-12,Major Cities,133,115.5,57,53.4,1496,767,729,1496,0,12,Yes
46087,14579,,St Peter's College,,,,,Cranbourne,VIC,3977,Catholic,Secondary,http://www.stpeters.vic.edu.au,Yes,7-12,Major Cities,139,132.1,63,53.7,1495,726,769,1495,1,43,Yes
49453,6053,,Adelaide High School,,,,,Adelaide,SA,5000,Government,Secondary,http://www.adelaidehs.sa.edu.au,Yes,"U, 8-12",Major Cities,125,113.9,34,31.2,1474,707,767,1472.6,3,51,Yes
41813,23673,,Glenwood High School,,,,,Glenwood,NSW,2768,Government,Secondary,http://www.glenwood-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,91,100.3,22,19.8,1471,695,776,1468.8,2,56,Yes
43762,1302,,Abbotsleigh,,,,,Wahroonga,NSW,2076,Independent,Combined,http://www.abbotsleigh.nsw.edu.au,Yes,K-12,Major Cities,150,138.2,116,104.2,1459,1459,0,1459,1,42,Yes
45479,8406,,Vermont Secondary College,,,,,Vermont,VIC,3133,Government,Secondary,http://www.vermontsc.vic.edu.au,Yes,7-12,Major Cities,114,100.5,34,27.5,1489,755,734,1487.5,0,38,Yes
45864,13638,,St Bernard's College,,,,,Essendon,VIC,3040,Catholic,Secondary,http://www.sbc.vic.edu.au,Yes,7-12,Major Cities,120,111.3,63,55.8,1485,0,1485,1484.5,0,7,Yes
41759,5505,,Matthew Pearce Public School,,,,,Baulkham Hills,NSW,2153,Government,Primary,http://www.mattpearce-p.schools.nsw.edu.au,Yes,K-6,Major Cities,69,74.3,7,7.7,1458,710,748,1458,0,85,Yes
45527,14778,,Taylors Lakes Secondary College,,,,,Taylors Lakes,VIC,3038,Government,Secondary,http://www.tlsc.vic.edu.au,Yes,7-12,Major Cities,125,112.1,33,24.1,1479,746,733,1477.6,1,45,Yes
46166,16352,,Ballarat Grammar,,,,,Wendouree,VIC,3355,Independent,Combined,http://www.bgs.vic.edu.au,Yes,Prep-12,Inner Regional,188,141.1,79,40.3,1478,766,712,1478,1,8,Yes
47553,55033,,Alexandra Hills State High School,,,,,Alexandra Hills,QLD,4161,Government,Secondary,http://www.alexandrahillsshs.eq.edu.au,Yes,7-12,Major Cities,123,115.8,60,43.9,1457,641,816,1457,6,11,Yes
49028,234,,Scotch College,,,,,Swanbourne,WA,6010,Independent,Combined,http://www.scotch.wa.edu.au,Yes,PP-12,Major Cities,196,158.2,119,87.7,1472,0,1472,1472,3,13,Yes
47447,51198,,The Gap State High School,,,,,The Gap,QLD,4061,Government,Secondary,http://www.thegapshs.eq.edu.au,Yes,7-12,Major Cities,117,109.2,50,41.5,1456,663,793,1456,1,12,Yes
45500,14779,,Hoppers Crossing Secondary College,,,,,Hoppers Crossing,VIC,3029,Government,Secondary,http://web.hopcross.vic.edu.au/,Yes,7-12,Major Cities,127,120.5,43,37.9,1471,727,744,1471,2,43,Yes
50402,29065,,Geelong Grammar School,,,,,Corio,VIC,3214,Independent,Combined,http://www.ggs.vic.edu.au,Yes,Prep-12,Major Cities,214,175.4,197,158,1466,633,833,1466,2,26,Yes
45466,6249,,St Albans Secondary College,,,,,St Albans,VIC,3021,Government,Secondary,http://www.stalbanssc.vic.edu.au,Yes,7-12,Major Cities,123,115.8,51,44.1,1465,734,731,1465,0,89,Yes
45557,16063,,Melbourne Girls College,,,,,Richmond,VIC,3121,Government,Secondary,http://www.mgc.vic.edu.au,Yes,7-12,Major Cities,105,92.8,29,22.2,1465,1465,0,1462.1,0,26,Yes
45249,29643,,Creekside K-9 College,,,,,Caroline Springs,VIC,3023,Government,Combined,http://www.creeksidecollege.vic.edu.au,Yes,Prep-9,Major Cities,109,100.6,46,35.6,1463,723,740,1461.4,0,66,Yes
45350,10119,,Ballarat High School,,,,,Ballarat,VIC,3350,Government,Secondary,http://www.ballaraths.vic.edu.au,Yes,7-12,Inner Regional,116,104.9,45,31.8,1462,786,676,1461.6,2,4,Yes
45524,14772,,Mill Park Secondary College,,,,,Mill Park,VIC,3082,Government,Secondary,http://www.millparksc.vic.edu.au,Yes,7-12,Major Cities,118,113.1,37,31.9,1461,746,715,1459.8,2,50,most likely
47956,17213,,Groves Christian College,,,,,Kingston,QLD,4114,Independent,Combined,http://www.groves.qld.edu.au,Yes,Prep-12,Major Cities,104,88.8,64,51.3,1455,740,715,1454.6,6,27,possibly no
43969,1361,,Cranbrook School,,,,,Bellevue Hill,NSW,2023,Independent,Combined,http://www.cranbrook.nsw.edu.au,Yes,K-12,Major Cities,158,148.7,104,84.6,1454,0,1454,1454,0,28,Yes
45706,869,,Mount Lilydale Mercy College,,,,,Lilydale,VIC,3140,Catholic,Secondary,http://www.mlmc.vic.edu.au,Yes,7-12,Major Cities,118,103.9,62,49.2,1458,776,682,1458,1,2,Yes
40251,17222,,St Patrick's College,,,,,Prospect Vale,TAS,7250,Catholic,Secondary,http://www.stpatricks.tas.edu.au,Yes,7-12,Inner Regional,128,116.3,71,54.1,1457,744,713,1457,3,6,Yes
48047,4003,,Hillcrest Christian College,,,,,Reedy Creek,QLD,4227,Independent,Combined,http://www.hillcrest.qld.edu.au,Yes,Prep-12,Major Cities,117,108.1,98,74.7,1450,772,678,1450,1,14,possibly no
41590,6468,,Fairvale High School,,,,,Fairfield West,NSW,2165,Government,Secondary,http://www.fairvale-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,106,112.4,25,23.4,1445,670,775,1445,2,90,Yes
